Transition,Ion,λ,OscillatorStrength,DampingCoefficient,Mass
H2J4_991.53,H2J4,991.5339,0.00992,1.03e9,2.016
H2J3_991.38,H2J3,991.3805,0.016,1.159e9,2.016
H2J0_991.38,H2J0,991.3789,0.0261,1.07e9,2.016
H2J5_991.37,H2J5,991.3708,0.00945,1.159e9,2.016
H2J7_991.16,H2J7,991.1635,0.0353,1.139e9,2.016
H2J3_989.73,H2J3,989.7293,0.0365,1.159e9,2.016
H2J4_989.56,H2J4,989.5573,0.0311,1.03e9,2.016
H2J7_989.32,H2J7,989.3199,0.00596,9.12e8,2.016
H2J2_989.09,H2J2,989.0884,0.0129,1.159e9,2.016
H2J4_988.87,H2J4,988.8709,0.000741,1.159e9,2.016
H2J7_988.84,H2J7,988.8383,0.00358,9.48e8,2.016
H2J6_988.81,H2J6,988.8135,0.0122,9.87e8,2.016
H2J2_987.97,H2J2,987.9745,0.0365,1.159e9,2.016
H2J3_987.77,H2J3,987.7688,0.00893,1.03e9,2.016
H2J3_987.45,H2J3,987.4486,0.0208,1.159e9,2.016
H2J1_986.80,H2J1,986.798,0.0365,1.159e9,2.016
H2J5_986.52,H2J5,986.5207,0.00671,9.87e8,2.016
H2J2_986.24,H2J2,986.2441,0.0195,1.159e9,2.016
H2J3_985.96,H2J3,985.9628,0.00828,1.03e9,2.016
H2J1_985.64,H2J1,985.6443,0.0207,1.159e9,2.016
H2J0_985.63,H2J0,985.6337,0.0241,1.159e9,2.016
H2J2_984.86,H2J2,984.864,0.00817,1.03e9,2.016
H2J5_983.90,H2J5,983.899,0.0126,9.87e8,2.016
H2J2_983.59,H2J2,983.5911,0.0116,1.03e9,2.016
H2J1_982.84,H2J1,982.8353,0.00681,1.03e9,2.016
H2J6_982.73,H2J6,982.7268,0.00257,9.48e8,2.016
H2J1_982.07,H2J1,982.0743,0.0136,1.03e9,2.016
H2J4_981.95,H2J4,981.9485,0.00671,9.87e8,2.016
H2J0_981.44,H2J0,981.4387,0.0207,1.03e9,2.016
H2J7_980.76,H2J7,980.7584,0.00293,8.83e8,2.016
H2J6_980.50,H2J6,980.5003,0.0237,1.139e9,2.016
H2J4_979.81,H2J4,979.8051,0.0128,9.87e8,2.016
H2J6_979.76,H2J6,979.7613,0.0135,9.48e8,2.016
H2J3_978.22,H2J3,978.218,0.00674,9.87e8,2.016
H2J6_977.73,H2J6,977.7275,0.0352,1.139e9,2.016
H2J5_977.46,H2J5,977.4636,0.000364,9.48e8,2.016
H2J3_976.55,H2J3,976.5528,0.0129,9.87e8,2.016
H2J5_976.55,H2J5,976.5488,0.0257,1.139e9,2.016
H2J2_975.35,H2J2,975.3458,0.00664,9.87e8,2.016
H2J7_975.30,H2J7,975.3021,0.0155,1.121e9,2.016
H2J5_974.89,H2J5,974.8865,0.0142,9.48e8,2.016
H2J5_974.29,H2J5,974.2882,0.0352,1.139e9,2.016
H2J2_974.16,H2J2,974.1579,0.0132,9.87e8,2.016
H2J6_974.05,H2J6,974.0521,0.0137,1.139e9,2.016
H2J6_973.83,H2J6,973.8286,0.00536,9.12e8,2.016
H2J4_973.45,H2J4,973.4523,0.00855,1.139e9,2.016
H2J1_973.34,H2J1,973.3446,0.0059,9.87e8,2.016
H2J4_972.69,H2J4,972.6907,0.0136,9.48e8,2.016
H2J1_972.63,H2J1,972.6328,0.014,9.87e8,2.016
H2J7_972.44,H2J7,972.4406,0.00558,8.57e8,2.016
H2J7_972.27,H2J7,972.2718,0.0278,1.121e9,2.016
H2J0_971.99,H2J0,971.9862,0.02,9.87e8,2.016
H2J4_971.39,H2J4,971.3896,0.0351,1.139e9,2.016
H2J5_971.07,H2J5,971.075,0.0121,1.139e9,2.016
H2J6_971.00,H2J6,970.9976,0.00711,9.12e8,2.016
H2J4_970.84,H2J4,970.8382,0.016,9.48e8,2.016
H2J3_970.56,H2J3,970.5633,0.0131,1.139e9,2.016
H2J3_969.09,H2J3,969.0898,0.00816,9.48e8,2.016
H2J3_969.05,H2J3,969.0492,0.035,1.139e9,2.016
H2J4_968.67,H2J4,968.6651,0.0107,1.139e9,2.016
H2J5_968.56,H2J5,968.5566,0.0051,9.12e8,2.016
H2J2_968.30,H2J2,968.2952,0.0115,1.139e9,2.016
H2J3_967.68,H2J3,967.6769,0.0228,9.48e8,2.016
H2J2_967.28,H2J2,967.2811,0.035,1.139e9,2.016
H2J3_966.78,H2J3,966.7804,0.00615,1.139e9,2.016
H2J2_966.28,H2J2,966.2755,0.0065,9.48e8,2.016
H2J5_966.18,H2J5,966.1787,0.00832,9.12e8,2.016
H2J1_966.10,H2J1,966.0961,0.035,1.139e9,2.016
H2J2_965.80,H2J2,965.7955,0.024,1.139e9,2.016
H2J6_965.48,H2J6,965.4814,0.00261,8.83e8,2.016
H2J1_965.06,H2J1,965.0649,0.0219,1.139e9,2.016
H2J2_965.05,H2J2,965.0457,0.00158,9.48e8,2.016
H2J0_964.98,H2J0,964.984,0.024,1.139e9,2.016
H2J7_964.70,H2J7,964.7046,0.00231,8.29e8,2.016
H2J1_964.31,H2J1,964.3106,0.00503,9.48e8,2.016
H2J4_964.09,H2J4,964.0909,0.00499,9.12e8,2.016
H2J1_963.61,H2J1,963.608,0.00707,9.48e8,2.016
H2J0_962.98,H2J0,962.978,0.0132,9.48e8,2.016
H2J6_962.82,H2J6,962.8213,0.00936,8.83e8,2.016
H2J4_962.15,H2J4,962.153,0.00875,9.12e8,2.016
H2J6_961.70,H2J6,961.7037,0.0165,1.121e9,2.016
H2J3_960.45,H2J3,960.4506,0.00493,9.12e8,2.016
H2J5_960.27,H2J5,960.2656,0.00224,8.83e8,2.016
H2J6_959.15,H2J6,959.1523,0.0277,1.121e9,2.016
H2J3_958.95,H2J3,958.9466,0.00897,9.12e8,2.016
H2J7_958.19,H2J7,958.19,0.00615,1.105e9,2.016
H2J5_958.01,H2J5,958.0114,0.00962,8.83e8,2.016
H2J5_957.82,H2J5,957.8189,0.0167,1.121e9,2.016
H2J2_957.65,H2J2,957.6522,0.00481,9.12e8,2.016
H2J6_957.41,H2J6,957.4102,0.00435,8.57e8,2.016
H2J7_956.99,H2J7,956.9937,0.0077,8.11e8,2.016
H2J2_956.58,H2J2,956.5799,0.00921,9.12e8,2.016
H2J6_955.98,H2J6,955.9775,0.0148,1.121e9,2.016
H2J4_955.85,H2J4,955.8548,0.00169,8.83e8,2.016
H2J1_955.71,H2J1,955.7082,0.00423,9.12e8,2.016
H2J5_955.68,H2J5,955.6806,0.0276,1.121e9,2.016
H2J7_955.26,H2J7,955.2621,0.0198,1.105e9,2.016
H2J1_955.07,H2J1,955.0658,0.00988,9.12e8,2.016
H2J6_954.70,H2J6,954.7021,0.00114,8.57e8,2.016
H2J4_954.47,H2J4,954.474,0.0167,1.121e9,2.016
H2J0_954.41,H2J0,954.4133,0.0142,9.12e8,2.016
H2J4_954.00,H2J4,954.0039,0.0101,8.83e8,2.016
H2J5_952.80,H2J5,952.8046,0.0117,1.121e9,2.016
H2J4_952.76,H2J4,952.7574,0.0276,1.121e9,2.016
H2J3_952.27,H2J3,952.2742,0.000658,8.83e8,2.016
H2J5_952.25,H2J5,952.255,0.00388,8.57e8,2.016
H2J3_951.67,H2J3,951.6718,0.017,1.121e9,2.016
H2J3_950.82,H2J3,950.8187,0.0109,8.83e8,2.016
H2J3_950.40,H2J3,950.3978,0.0275,1.121e9,2.016
H2J4_950.32,H2J4,950.3152,0.0107,1.121e9,2.016
H2J7_950.12,H2J7,950.1237,0.0018,7.88e8,2.016
H2J5_950.07,H2J5,950.0734,0.00437,8.57e8,2.016
H2J6_949.84,H2J6,949.84,0.00214,8.29e8,2.016
H2J2_949.61,H2J2,949.6105,0.00142,1.121e9,2.016
H2J2_949.35,H2J2,949.3525,0.00928,8.83e8,2.016
H2J2_948.62,H2J2,948.6158,0.0275,1.121e9,2.016
H2J2_948.47,H2J2,948.4713,0.0129,8.83e8,2.016
H2J3_948.42,H2J3,948.4198,0.0104,1.121e9,2.016
H2J4_947.89,H2J4,947.8878,0.00365,8.57e8,2.016
H2J1_947.51,H2J1,947.514,0.00352,8.83e8,2.016
H2J6_947.43,H2J6,947.4338,0.00609,8.29e8,2.016
H2J1_947.42,H2J1,947.4219,0.0274,1.121e9,2.016
H2J2_947.11,H2J2,947.1117,0.00994,1.121e9,2.016
H2J1_946.98,H2J1,946.9804,0.0197,8.83e8,2.016
H2J0_946.43,H2J0,946.4256,0.0216,1.121e9,2.016
H2J1_946.38,H2J1,946.3847,0.00807,1.121e9,2.016
H2J0_946.17,H2J0,946.1693,0.00134,8.83e8,2.016
H2J4_946.12,H2J4,946.1227,0.00533,8.57e8,2.016
H2J6_944.78,H2J6,944.7832,0.00995,1.105e9,2.016
H2J5_944.72,H2J5,944.7205,0.00203,8.29e8,2.016
H2J3_944.33,H2J3,944.3305,0.00352,8.57e8,2.016
H2J7_943.55,H2J7,943.5472,4.71e-6,7.73e8,2.016
H2J3_942.96,H2J3,942.9642,0.00574,8.57e8,2.016
H2J5_942.69,H2J5,942.6879,0.00624,8.29e8,2.016
H2J6_942.48,H2J6,942.4774,0.00401,8.11e8,2.016
H2J6_942.42,H2J6,942.4151,0.0197,1.105e9,2.016
H2J7_942.23,H2J7,942.2336,0.00952,1.09e9,2.016
H2J2_941.60,H2J2,941.5992,0.00337,8.57e8,2.016
H2J5_940.88,H2J5,940.8829,0.0105,1.105e9,2.016
H2J2_940.63,H2J2,940.6264,0.00603,8.57e8,2.016
H2J6_940.49,H2J6,940.4916,0.00993,8.11e8,2.016
H2J4_940.39,H2J4,940.3875,0.00199,8.29e8,2.016
H2J7_939.98,H2J7,939.9792,0.0133,1.09e9,2.016
H2J1_939.71,H2J1,939.7067,0.00291,8.57e8,2.016
H2J1_939.12,H2J1,939.1242,0.00656,8.57e8,2.016
H2J6_939.11,H2J6,939.1142,0.0027,1.105e9,2.016
H2J5_938.91,H2J5,938.9091,0.0196,1.105e9,2.016
H2J4_938.73,H2J4,938.7292,0.00638,8.29e8,2.016
H2J0_938.47,H2J0,938.4678,0.00951,8.57e8,2.016
H2J4_937.55,H2J4,937.5518,0.0103,1.105e9,2.016
H2J5_937.44,H2J5,937.4427,0.00308,8.11e8,2.016
H2J3_936.86,H2J3,936.8571,0.00205,8.29e8,2.016
H2J5_936.47,H2J5,936.4663,0.011,1.105e9,2.016
H2J4_935.96,H2J4,935.9594,0.0195,1.105e9,2.016
H2J6_935.63,H2J6,935.631,0.00165,7.88e8,2.016
H2J3_935.58,H2J3,935.5755,0.00657,8.29e8,2.016
H2J5_935.32,H2J5,935.3236,0.000456,8.11e8,2.016
H2J3_934.79,H2J3,934.7901,0.00951,1.105e9,2.016
H2J2_934.14,H2J2,934.1448,0.00224,8.29e8,2.016
H2J4_933.79,H2J4,933.7898,0.00917,1.105e9,2.016
H2J3_933.58,H2J3,933.5779,0.0195,1.105e9,2.016
H2J6_933.44,H2J6,933.4446,0.00376,7.88e8,2.016
H2J2_933.24,H2J2,933.2401,0.00689,8.29e8,2.016
H2J4_933.17,H2J4,933.1705,0.00271,8.11e8,2.016
H2J2_932.60,H2J2,932.6047,0.00761,1.105e9,2.016
H2J1_932.27,H2J1,932.2662,0.0024,8.29e8,2.016
H2J3_931.81,H2J3,931.8117,0.00875,1.105e9,2.016
H2J2_931.78,H2J2,931.7809,0.0194,1.105e9,2.016
H2J1_931.73,H2J1,931.7329,0.00753,8.29e8,2.016
H2J4_931.54,H2J4,931.5372,0.00253,8.11e8,2.016
H2J0_931.06,H2J0,931.0626,0.0107,8.29e8,2.016
H2J5_930.61,H2J5,930.6052,0.00158,7.88e8,2.016
H2J1_930.58,H2J1,930.5771,0.0194,1.105e9,2.016
H2J2_930.45,H2J2,930.4472,0.00898,1.105e9,2.016
H2J6_929.70,H2J6,929.6974,0.00302,1.09e9,2.016
H2J3_929.69,H2J3,929.6896,0.00251,8.11e8,2.016
H2J1_929.69,H2J1,929.6884,0.00984,1.105e9,2.016
H2J0_929.53,H2J0,929.5327,0.0119,1.105e9,2.016
H2J6_928.78,H2J6,928.7779,0.00563,7.73e8,2.016
H2J5_928.76,H2J5,928.7601,0.00392,7.88e8,2.016
H2J3_928.44,H2J3,928.4374,0.0033,8.11e8,2.016
H2J6_927.36,H2J6,927.3626,0.0132,1.09e9,2.016
H2J6_927.05,H2J6,927.0516,0.00499,7.73e8,2.016
H2J2_927.02,H2J2,927.02,0.00233,8.11e8,2.016
H2J4_926.35,H2J4,926.3547,0.00157,7.88e8,2.016
H2J2_926.13,H2J2,926.1319,0.0037,8.11e8,2.016
H2J5_925.66,H2J5,925.6586,0.00582,1.09e9,2.016
H2J1_925.17,H2J1,925.1745,0.00197,8.11e8,2.016
H2J4_924.85,H2J4,924.8483,0.004,7.88e8,2.016
H2J1_924.64,H2J1,924.6433,0.00416,8.11e8,2.016
H2J6_924.50,H2J6,924.4976,0.00383,1.09e9,2.016
H2J0_923.98,H2J0,923.9846,0.00617,8.11e8,2.016
H2J5_923.96,H2J5,923.9616,0.00287,7.73e8,2.016
H2J5_923.82,H2J5,923.8165,0.0132,1.09e9,2.016
H2J3_922.89,H2J3,922.8949,0.00162,7.88e8,2.016
H2J5_922.48,H2J5,922.475,0.00667,7.73e8,2.016
H2J4_922.31,H2J4,922.306,0.00619,1.09e9,2.016
H2J3_921.73,H2J3,921.7302,0.00407,7.88e8,2.016
H2J5_921.22,H2J5,921.2194,0.00217,1.09e9,2.016
H2J4_920.83,H2J4,920.834,0.0131,1.09e9,2.016
H2J2_920.24,H2J2,920.2432,0.00168,7.88e8,2.016
H2J4_919.79,H2J4,919.79,0.00213,7.73e8,2.016
H2J3_919.54,H2J3,919.5444,0.00582,1.09e9,2.016
H2J2_919.42,H2J2,919.4182,0.00417,7.88e8,2.016
H2J4_919.05,H2J4,919.0502,0.00791,1.09e9,2.016
H2J3_918.43,H2J3,918.4309,0.0131,1.09e9,2.016
H2J1_918.41,H2J1,918.4133,0.00161,7.88e8,2.016
H2J4_918.15,H2J4,918.1517,4.53e-5,7.73e8,2.016
H2J1_917.92,H2J1,917.9219,0.00443,7.88e8,2.016
H2J2_917.37,H2J2,917.3698,0.0047,1.09e9,2.016
H2J0_917.25,H2J0,917.252,0.00618,7.88e8,2.016
H2J3_916.88,H2J3,916.8772,0.00693,1.09e9,2.016
H2J2_916.62,H2J2,916.6169,0.013,1.09e9,2.016
H2J3_916.38,H2J3,916.3829,0.00182,7.73e8,2.016
H2J2_915.43,H2J2,915.4298,0.00678,1.09e9,2.016
H2J1_915.40,H2J1,915.4011,0.013,1.09e9,2.016
H2J3_915.21,H2J3,915.2123,0.00135,7.73e8,2.016
H2J1_914.61,H2J1,914.6074,0.00723,1.09e9,2.016
H2J0_914.40,H2J0,914.3972,0.00846,1.09e9,2.016
H2J2_913.77,H2J2,913.7701,0.00161,7.73e8,2.016
H2J2_912.95,H2J2,912.9511,0.00202,7.73e8,2.016
H2J1_911.97,H2J1,911.9672,0.00132,7.73e8,2.016
H2J1_911.48,H2J1,911.4795,0.00248,7.73e8,2.016
H2J0_910.82,H2J0,910.8207,0.00387,7.73e8,2.016
